ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
5091717,0,1,1,0,0,0,0,0,2,15,90000,38.64829531,6.212310999,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5091732,0,0,1,0,0,0,0,0,1,19,135000,42.81812768,1.045880477,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,0
5091735,0,1,1,0,0,0,0,0,1,21,243000,40.29103951,5.631874713,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5091744,0,0,1,1,1,0,0,0,1,20,225000,54.14758688,18.71359439,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,0
5091748,0,1,1,0,0,0,0,1,3,1,180000,30.62348987,3.876876322,Commercial associate,Higher education,Married,House / apartment,Other,0
5091751,1,1,0,0,0,0,0,2,4,36,135000,34.83986666,4.465526328,Working,Higher education,Married,House / apartment,Core staff,0
5091758,0,0,0,0,0,0,0,0,2,22,157500,41.61071069,3.715339808,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5091763,1,0,1,0,0,0,0,0,2,32,247500,47.7874289,6.464198443,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5091774,0,0,1,0,0,0,0,0,1,9,225000,53.4932271,5.212974941,Working,Incomplete higher,Single / not married,House / apartment,Managers,0
5091778,1,0,1,1,0,0,0,2,4,13,112500,29.77200079,3.214302826,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5091780,0,1,1,0,0,0,0,0,2,31,180000,35.43673039,1.295030014,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5091786,1,1,1,0,0,0,0,0,2,47,360000,26.40163727,4.213638884,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,0
5091789,1,0,1,0,0,0,0,2,4,36,450000,37.71740693,1.631792576,Commercial associate,Higher education,Married,House / apartment,Managers,0
5091791,1,1,1,1,0,0,0,1,3,57,135000,41.65999302,8.128845904,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,1
5091794,0,1,0,0,0,0,0,1,3,38,90000,41.55869046,2.713265844,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5091801,0,0,1,0,0,0,0,0,2,22,112500,51.80120057,4.213638884,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5091802,0,0,1,0,0,0,1,0,1,26,90000,60.30240183,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5091806,1,0,1,0,0,0,0,0,1,17,360000,29.60498847,6.962497519,Working,Higher education,Single / not married,House / apartment,Cooking staff,0
5091807,0,0,1,0,0,0,0,1,3,41,45000,43.67235467,1.379905132,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5091808,0,0,1,0,0,1,0,0,2,36,171000,57.58366017,4.547663539,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,1
5091811,1,1,0,1,1,0,0,0,1,31,112500,23.94573468,5.128099824,State servant,Incomplete higher,Single / not married,With parents,Laborers,0
5091814,0,1,1,0,0,0,1,1,3,45,211500,30.07590847,0,Pensioner,Higher education,Married,House / apartment,Other,0
5091817,0,0,1,0,0,0,0,0,1,24,157500,51.59038173,6.962497519,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,0
5091820,1,0,1,0,0,0,0,0,1,55,270000,40.07748277,16.12901018,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5091826,0,0,1,0,0,0,1,0,2,48,157500,64.68852885,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5091831,0,1,1,0,0,0,0,3,5,1,54000,34.15538991,5.631874713,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5091837,0,0,0,0,0,0,1,0,2,4,54000,62.36952162,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5091838,1,0,1,0,1,0,0,0,2,19,112500,54.95253154,6.045298671,Working,Secondary / secondary special,Married,House / apartment,Other,0
5091840,1,1,0,0,1,0,0,1,3,5,202500,32.69608548,9.960505691,Working,Secondary / secondary special,Married,With parents,Sales staff,0
5091851,1,0,1,0,0,0,0,1,3,27,157500,29.25727428,9.464944523,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5091856,0,1,1,1,1,0,0,2,4,1,117000,27.48037263,5.379987269,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,0
5091857,1,1,1,1,0,1,0,0,2,4,135000,34.52500736,14.54649993,Working,Incomplete higher,Married,House / apartment,Laborers,0
5091859,1,0,1,0,0,0,0,2,4,46,135000,33.33401781,0.547581401,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5091860,0,0,1,0,0,0,0,3,5,4,103500,29.24632265,4.632538656,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5091863,0,0,1,0,1,0,0,0,2,34,247500,54.3529299,0.547581401,Working,Higher education,Married,House / apartment,Sales staff,0
5091871,1,0,1,0,1,0,0,0,1,26,202500,43.33559211,1.713929786,Commercial associate,Higher education,Separated,House / apartment,Other,1
5091875,0,1,1,0,0,0,0,0,2,54,202500,50.54997707,19.29676859,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,1
5091884,0,0,1,0,1,0,0,1,3,7,360000,43.43415676,7.381397291,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5091889,1,1,0,0,0,0,0,0,1,2,180000,25.41051493,1.8754663,State servant,Incomplete higher,Separated,House / apartment,Other,0
5091890,0,0,1,0,0,0,0,0,1,18,202500,27.59536472,6.212310999,Working,Higher education,Single / not married,With parents,Other,0
5091894,1,0,0,0,0,0,0,0,1,3,157500,27.90474822,4.380651211,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,0
5091897,0,1,1,0,1,0,0,0,2,7,67500,52.51853221,2.464116306,Working,Secondary / secondary special,Married,House / apartment,Other,1
5091899,1,0,0,1,0,0,0,1,3,26,139500,23.77050863,2.379241189,Working,Secondary / secondary special,Married,Rented apartment,High skill tech staff,0
5091902,0,1,1,0,0,0,0,0,1,27,225000,54.2351999,4.213638884,Working,Secondary / secondary special,Widow,House / apartment,Cleaning staff,1
5091905,0,0,1,0,0,0,1,0,2,5,157500,55.85056504,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5091908,0,0,1,1,0,0,0,2,4,12,67500,28.14842194,2.631128634,Working,Higher education,Married,House / apartment,Other,0
5091910,0,0,1,0,0,0,1,0,2,24,157500,43.82293955,0,Pensioner,Secondary / secondary special,Married,Rented apartment,Other,1
5091911,0,0,1,1,0,1,0,0,2,7,180000,30.30041685,6.045298671,Commercial associate,Higher education,Married,House / apartment,Managers,0
5091916,0,0,0,0,0,0,0,3,5,7,103500,37.43814041,12.29594037,Working,Secondary / secondary special,Married,With parents,Laborers,0
5091920,0,0,1,0,0,0,1,0,2,53,67500,65.91237329,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5091921,0,0,1,1,1,0,0,2,4,47,72000,42.07615488,15.04753691,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,1
5091924,1,1,1,0,1,0,0,0,2,0,270000,54.89229758,6.464198443,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5091925,0,1,1,0,1,0,0,0,2,8,405000,50.69782405,10.79830524,Commercial associate,Incomplete higher,Married,House / apartment,Other,0
5091928,0,1,0,0,0,0,0,0,2,5,108000,45.71209539,11.38147943,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5091929,0,1,0,0,0,0,0,0,2,55,135000,49.82169381,1.798804904,Working,Secondary / secondary special,Married,House / apartment,Other,0
5091931,1,0,1,0,1,0,1,0,2,3,135000,59.46734019,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5091937,1,1,1,0,0,0,0,2,4,31,243000,28.65767264,0.547581401,State servant,Higher education,Married,House / apartment,Core staff,0
5091943,0,0,1,0,0,1,0,0,1,24,225000,51.83953127,4.213638884,Working,Higher education,Single / not married,House / apartment,Accountants,0
5091953,0,0,1,0,0,0,0,0,2,14,135000,42.41291745,1.379905132,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5091960,0,0,1,0,1,0,1,0,2,39,171000,52.91005291,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5091963,1,1,0,1,0,0,0,0,2,54,180000,51.49729289,3.876876322,Working,Secondary / secondary special,Married,Municipal apartment,Drivers,1
5091966,1,1,1,0,0,0,0,2,4,41,180000,39.0754088,1.631792576,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5091972,0,0,1,0,0,0,0,0,2,54,171000,41.00837115,6.379323326,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,0
5091980,1,0,1,1,0,1,0,0,2,12,112500,59.14152926,2.212228862,Commercial associate,Higher education,Married,House / apartment,Managers,0
5091990,0,0,0,0,0,0,0,0,2,39,157500,49.84359706,25.12851051,Working,Higher education,Married,House / apartment,Core staff,0
5091994,1,1,1,0,0,0,1,2,4,33,243000,53.74237664,0,Pensioner,Higher education,Married,Office apartment,Other,1
5092000,0,0,1,0,1,0,1,0,2,25,49500,62.95269581,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5092004,0,0,0,0,0,0,0,0,2,1,112500,53.99426408,4.213638884,Commercial associate,Higher education,Married,With parents,Accountants,0
5092014,0,1,1,0,0,0,0,1,3,54,247500,43.63402397,8.79963312,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5092016,0,0,1,1,1,0,0,0,2,32,135000,36.17048947,2.127353744,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5092031,0,0,1,0,0,0,0,2,3,6,360000,40.73184254,13.96058783,Working,Secondary / secondary special,Separated,House / apartment,Medicine staff,0
5092033,0,0,1,0,1,0,0,0,2,24,202500,41.39715395,15.46643668,Working,Secondary / secondary special,Married,Co-op apartment,High skill tech staff,0
5092036,0,1,1,1,0,0,0,0,2,52,180000,32.86857362,5.875548437,Working,Secondary / secondary special,Married,House / apartment,Accountants,0
5092041,0,1,1,0,1,0,1,0,2,53,72000,67.83712191,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5092042,0,0,1,0,0,0,0,1,3,48,135000,31.75424547,6.379323326,Working,Secondary / secondary special,Married,House / apartment,Other,0
5092052,0,0,0,0,0,0,1,0,1,39,103500,67.19645167,0,Pensioner,Higher education,Single / not married,House / apartment,Other,0
5092057,0,0,1,1,1,0,0,0,2,37,180000,43.04537396,8.876294517,Working,Secondary / secondary special,Married,House / apartment,Private service staff,0
5092059,0,0,1,1,1,0,0,0,1,55,202500,28.00057496,9.213057079,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5092065,1,1,1,0,0,0,1,0,2,55,90000,59.99575624,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5092070,0,0,0,0,0,0,0,1,2,25,112500,36.78651855,6.713347981,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0
5092075,1,0,0,0,0,0,0,0,2,24,202500,48.4500024,1.128017687,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,0
5092079,1,1,0,0,0,0,0,1,3,27,207000,41.89545302,3.381315154,State servant,Secondary / secondary special,Married,With parents,Other,0
5092088,1,1,1,0,0,0,0,2,4,11,247500,47.42054936,1.464780249,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5092092,0,0,1,1,1,0,0,1,2,0,144000,38.59079926,8.632620793,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5092096,0,0,1,1,0,0,0,0,2,32,112500,40.93992348,4.961087497,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5092102,0,0,1,0,0,0,0,1,2,50,135000,45.90648679,25.38039795,Working,Secondary / secondary special,Single / not married,Municipal apartment,Medicine staff,0
5092110,1,0,0,0,0,1,0,0,1,43,270000,26.41806471,5.464862386,State servant,Secondary / secondary special,Single / not married,With parents,Core staff,0
5092112,1,1,1,0,0,0,1,0,1,35,157500,60.06967973,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5092115,1,1,1,1,1,0,0,1,3,54,180000,45.98041028,8.465608466,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5092116,0,0,1,0,0,0,1,0,2,42,193500,59.56864275,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5092125,1,1,1,0,1,0,0,1,3,27,198000,44.21446026,11.71550408,Commercial associate,Higher education,Civil marriage,House / apartment,Managers,1
5092131,1,1,1,0,0,0,0,0,2,34,292500,48.35965146,2.798140961,State servant,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,0
5092135,0,0,1,0,0,0,0,0,2,54,135000,46.54441912,15.71558622,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,1
5092138,1,0,0,1,1,0,0,0,1,19,121500,30.56051801,3.633202598,Working,Higher education,Single / not married,House / apartment,Laborers,0
5092144,1,1,1,1,0,0,0,0,1,5,135000,28.43590217,1.128017687,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
5092148,0,0,1,0,0,0,1,0,2,27,292500,51.68894638,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5092152,0,0,1,0,0,0,0,0,1,15,94500,36.85222831,6.962497519,Working,Higher education,Single / not married,House / apartment,Accountants,0
5092154,0,1,1,0,1,0,1,0,2,2,301500,57.61651506,0,Pensioner,Higher education,Married,House / apartment,Other,0
5092161,0,0,1,0,0,0,1,0,2,32,112500,64.35176629,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5092164,0,1,1,0,1,0,1,0,1,31,45900,55.53022992,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5092167,1,1,1,0,0,0,0,3,5,16,81000,34.64547527,0.547581401,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5092171,1,1,0,0,0,0,0,2,4,19,315000,30.33600964,1.798804904,Commercial associate,Incomplete higher,Married,House / apartment,Managers,0
5092182,1,0,1,0,0,0,1,0,2,9,63000,64.95410583,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5092185,0,0,1,0,0,0,0,0,2,31,292500,57.53985366,38.37998042,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5092201,1,1,1,0,1,0,0,0,2,13,180000,32.83571873,13.21313922,Working,Higher education,Married,House / apartment,Laborers,0
5092207,1,0,1,1,1,0,0,0,2,2,247500,24.33177957,0.465444191,Working,Secondary / secondary special,Civil marriage,House / apartment,Managers,0
5092208,0,1,1,0,0,0,0,0,2,28,144000,58.87047646,8.547745676,Working,Secondary / secondary special,Married,House / apartment,Accountants,0
5092221,1,0,0,0,0,0,0,0,2,9,67500,31.90756826,7.715421946,State servant,Secondary / secondary special,Married,House / apartment,Laborers,0
5092224,1,1,1,0,1,0,0,0,2,48,225000,39.68869997,2.212228862,Working,Secondary / secondary special,Married,House / apartment,Other,0
5092234,0,0,0,0,0,0,0,0,2,55,117000,56.82252202,6.379323326,Working,Secondary / secondary special,Married,House / apartment,Other,0
5092246,0,0,0,0,0,0,1,0,2,5,103500,60.53786183,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5092247,0,0,1,1,1,0,0,0,2,18,90000,54.7827813,13.96058783,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5092251,1,1,1,0,0,0,0,0,2,57,112500,47.36579122,3.381315154,Working,Secondary / secondary special,Married,House / apartment,Drivers,1
5092258,0,1,1,1,0,0,0,2,4,26,157500,35.27793179,5.714011924,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5092260,1,0,1,0,0,0,0,0,2,7,112500,48.83604728,0.961005359,Working,Secondary / secondary special,Civil marriage,House / apartment,Security staff,0
5092271,0,0,1,1,1,0,0,0,2,38,360000,42.57992977,15.29668645,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5092280,0,0,1,0,0,0,1,0,2,12,360000,62.78842139,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5092287,0,0,1,0,0,0,1,0,2,13,247500,60.5269102,0,Pensioner,Higher education,Married,House / apartment,Other,0
5092302,0,0,1,0,1,0,1,0,1,53,112500,60.67201927,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5092303,1,0,1,0,1,0,0,0,2,3,270000,50.99351801,8.632620793,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5092319,0,0,1,0,0,0,0,0,2,56,202500,33.80493782,5.631874713,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5092324,0,0,1,1,0,0,0,3,5,13,103500,33.35318316,13.38015154,Working,Secondary / secondary special,Married,House / apartment,Other,0
5092332,0,0,1,0,1,0,1,0,1,40,58500,68.2998282,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5092337,0,0,1,0,0,0,0,0,2,52,112500,52.16808011,3.548327481,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0
5092343,0,0,1,0,0,0,0,0,1,26,225000,52.7101857,5.631874713,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,0
5092351,0,1,1,1,0,0,0,0,2,22,405000,41.01658487,1.8754663,Commercial associate,Higher education,Married,House / apartment,Laborers,0
5092353,0,0,1,0,0,0,0,1,2,40,67500,28.32364799,7.214384963,Working,Secondary / secondary special,Separated,With parents,Medicine staff,1
5092356,0,0,0,0,0,0,0,0,2,31,121500,59.10319856,13.7141762,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5092358,0,0,1,0,0,0,0,0,1,14,90000,50.88947754,3.800214926,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Cleaning staff,0
5092364,1,0,1,0,0,0,1,0,1,13,90000,63.70288233,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5092365,0,0,1,1,1,0,0,0,1,6,202500,56.84716319,1.798804904,Working,Secondary / secondary special,Widow,House / apartment,Other,0
5092366,0,0,1,0,0,0,0,0,2,20,135000,45.7175712,3.548327481,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5092367,1,0,1,0,0,0,1,0,2,52,126000,63.23196233,0,Pensioner,Higher education,Married,House / apartment,Other,0
5092372,1,1,1,0,1,0,1,0,2,26,292500,63.9629835,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5092377,0,0,1,0,0,0,0,0,1,58,270000,61.29352417,4.876212379,Working,Secondary / secondary special,Separated,House / apartment,Core staff,0
5092379,0,0,1,1,0,0,0,0,1,33,153000,35.08080248,6.212310999,Working,Secondary / secondary special,Widow,House / apartment,Laborers,1
5092382,0,0,1,0,0,0,0,2,4,16,81000,33.96099851,4.213638884,Commercial associate,Higher education,Married,House / apartment,Managers,0
5092386,0,0,1,0,0,0,1,0,1,60,135000,66.36412794,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,1
5092393,1,1,1,1,0,0,0,1,3,44,157500,30.25387243,1.212892804,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
5092396,1,1,1,0,0,0,0,0,2,20,360000,30.42088475,5.464862386,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5092398,0,1,1,0,0,0,1,0,2,18,180000,59.9765909,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5092402,1,1,0,0,0,0,0,0,1,39,112500,27.69940519,0.295693957,Working,Higher education,Single / not married,With parents,High skill tech staff,0
5092405,1,0,1,1,1,0,0,0,2,52,144000,59.27294879,8.213721021,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5092410,1,1,1,1,1,0,0,0,2,26,180000,42.42113117,5.212974941,Working,Secondary / secondary special,Married,House / apartment,Other,0
5092412,0,0,1,0,0,1,0,0,2,11,247500,31.89114082,4.046626556,Commercial associate,Higher education,Married,House / apartment,Managers,1
5092414,1,1,1,0,0,1,0,0,2,16,225000,37.98572181,6.379323326,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1
5092415,1,1,1,1,0,0,0,1,3,14,157500,48.10776402,4.128763767,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5092423,0,1,1,1,1,0,0,0,2,54,405000,46.06528539,0.295693957,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,0
5092427,0,1,1,1,1,0,0,1,3,22,103500,23.38993956,4.876212379,Working,Incomplete higher,Civil marriage,House / apartment,Sales staff,0
5092428,0,1,1,0,0,0,0,0,2,12,72000,33.23271525,0.547581401,Working,Secondary / secondary special,Married,With parents,Cooking staff,0
5092432,0,0,1,0,0,0,0,0,2,34,54000,37.69550367,2.045216534,Working,Higher education,Married,House / apartment,Other,0
5092434,0,1,1,0,1,0,1,0,2,15,112500,54.54184549,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5092448,1,1,1,0,1,0,0,0,2,53,360000,61.48243975,5.295112152,Working,Higher education,Married,House / apartment,Managers,0
5092450,1,1,0,0,0,0,0,0,1,24,121500,25.22981307,0.295693957,Commercial associate,Secondary / secondary special,Single / not married,With parents,Laborers,0
5092455,1,0,0,0,1,0,0,1,2,35,247500,44.09946816,14.54649993,Working,Secondary / secondary special,Separated,Municipal apartment,High skill tech staff,1
5092458,0,0,1,0,0,0,1,0,2,1,130500,58.75822228,0,Pensioner,Higher education,Civil marriage,House / apartment,Other,0
5092465,0,0,0,1,0,0,0,0,2,47,67500,41.50940813,5.714011924,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5092473,1,1,1,0,0,0,0,1,3,19,171000,43.06727722,10.54641779,State servant,Secondary / secondary special,Married,House / apartment,Drivers,0
5092474,0,0,0,0,0,0,0,1,3,50,85500,41.1069358,18.79846951,State servant,Secondary / secondary special,Married,Municipal apartment,Core staff,0
5093187,1,1,0,0,0,0,0,1,3,3,135000,39.57096997,2.242345839,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5093200,0,0,1,0,0,0,1,0,2,41,90000,59.77672368,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5093227,1,0,1,0,1,0,0,0,2,47,157500,58.73631902,5.076079591,Commercial associate,Academic degree,Married,House / apartment,Managers,0
5093234,1,0,0,0,0,0,0,0,2,31,90000,34.43191852,9.158298938,Working,Secondary / secondary special,Civil marriage,House / apartment,Security staff,0
5093247,0,0,1,0,0,0,0,0,2,6,247500,32.61942408,8.158962881,Commercial associate,Higher education,Married,House / apartment,Sales staff,0
5093254,0,1,1,0,0,0,0,0,1,2,157500,42.6675428,4.410768188,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,0
5093280,1,1,0,0,0,0,0,0,1,16,225000,42.27602209,5.410104246,Commercial associate,Secondary / secondary special,Separated,House / apartment,Drivers,1
5093285,1,0,1,0,0,0,0,0,2,50,157500,48.12145355,3.32929492,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5093287,1,1,1,0,0,0,0,1,3,13,292500,32.89595269,4.243755861,Working,Secondary / secondary special,Married,With parents,Laborers,0
5093294,0,0,1,0,0,0,0,0,2,1,126000,34.31692643,0.495561168,Working,Secondary / secondary special,Married,House / apartment,Other,0
5093303,0,0,1,0,1,0,0,0,1,20,270000,63.98214885,9.410186383,Working,Higher education,Single / not married,House / apartment,Managers,0
5094865,0,0,1,1,1,0,0,0,1,45,81000,41.08777045,4.591470051,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
5094873,0,0,1,0,0,0,0,0,1,39,60750,50.77174754,5.675681225,Working,Secondary / secondary special,Widow,House / apartment,Other,0
5094875,1,0,1,0,0,0,0,0,1,44,450000,28.37293031,3.509996783,Commercial associate,Secondary / secondary special,Single / not married,With parents,Managers,0
5094888,0,0,1,0,0,0,0,0,1,57,90000,58.95261367,12.67650944,Working,Higher education,Single / not married,House / apartment,Laborers,0
5094891,1,0,1,0,0,0,0,0,2,49,67500,54.44601874,4.257445396,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5094896,1,1,1,0,0,0,0,1,3,60,180000,38.70305345,10.75449872,Working,Secondary / secondary special,Civil marriage,House / apartment,Managers,0
5094907,0,0,1,0,0,0,0,0,2,56,202500,53.23586384,7.753752644,Working,Higher education,Married,House / apartment,Other,0
5094916,0,0,1,0,0,0,0,2,3,31,90000,38.5250895,3.006221894,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,0
5094917,0,1,1,1,0,0,0,0,2,22,135000,33.33401781,4.005557951,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0
5094927,1,1,1,0,0,0,0,0,1,26,112500,28.26615194,6.675017283,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5094928,1,1,1,0,0,0,0,0,2,38,405000,44.54848491,1.089686989,Commercial associate,Higher education,Married,House / apartment,Drivers,0
5094933,0,0,1,0,1,0,1,0,2,18,135000,57.6740111,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5094943,0,1,0,1,0,0,0,0,1,31,45000,24.60830818,2.674935146,Working,Secondary / secondary special,Single / not married,Rented apartment,Sales staff,0
5094948,0,0,1,0,0,0,1,0,1,37,112500,59.61792508,0,Pensioner,Higher education,Single / not married,House / apartment,Other,0
5094963,0,0,1,1,1,0,0,2,4,49,60750,29.26001218,5.423793781,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5094972,1,1,1,0,0,0,0,0,2,48,225000,36.83306297,11.1733985,Commercial associate,Higher education,Married,House / apartment,Laborers,0
5094973,0,0,1,0,1,0,0,1,2,5,76500,39.80916788,9.171988473,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,0
5094980,0,0,1,0,1,0,0,0,2,43,292500,47.96813076,25.25719214,Commercial associate,Higher education,Married,House / apartment,Managers,0
5095004,1,0,1,1,1,0,0,2,4,58,180000,29.13133055,4.090433068,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5095012,1,1,1,0,0,0,0,0,1,1,157500,22.17157094,2.839209566,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0
5095015,0,0,1,0,0,0,0,0,2,60,225000,35.71873481,1.837135602,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5095028,0,0,1,0,0,0,1,0,1,37,103500,62.64878813,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5095030,1,1,1,0,0,0,0,0,2,38,202500,42.18019535,4.005557951,Commercial associate,Higher education,Married,House / apartment,Drivers,0
5095034,1,1,1,0,0,0,0,0,2,21,157500,28.21413171,0.424375586,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5095055,0,1,1,0,0,0,1,0,2,34,157500,62.10668255,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095061,0,0,1,0,0,0,1,0,2,10,225000,57.87114041,0,Pensioner,Higher education,Married,House / apartment,Other,1
5095071,0,1,1,0,1,0,1,0,1,15,135000,61.61385929,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5095087,0,0,0,0,0,0,0,0,2,51,81000,63.16077674,6.256117511,Working,Secondary / secondary special,Married,House / apartment,Other,0
5095089,0,0,1,0,1,0,0,2,4,54,202500,37.77490298,8.922838936,Working,Higher education,Married,House / apartment,High skill tech staff,0
5095109,0,0,1,0,0,0,0,0,1,2,126000,59.44543694,21.17223489,Working,Higher education,Single / not married,House / apartment,Other,0
5095113,1,0,1,1,0,0,0,0,2,32,180000,54.2351999,3.006221894,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,0
5095114,0,0,1,0,0,0,0,0,2,56,67500,38.98779578,4.342320513,Working,Higher education,Married,House / apartment,Core staff,0
5095130,0,0,1,0,1,0,1,0,2,59,135000,58.92797251,0,Pensioner,Higher education,Married,House / apartment,Other,0
